Variables,R-squared,Adj. R-squared,P-value,AIC,BIC,Coefficients
"PI, TTLCONS, RSAFS, NASDAQCOM, SP500, DJIA",0.7481938201076765,0.7447365270199101,1.8457723257541706e-127,4438.139379871141,4466.810151808166,"const: 25.0205, PI: 0.0086, TTLCONS: 0.0001, RSAFS: -0.0003, NASDAQCOM: 0.0030, SP500: 0.0160, DJIA: -0.0015"
"PI, TTLCONS, RSAFS, REVOLSL, SP500, DJIA",0.7650459072324955,0.7618199929153215,5.154565593816074e-134,4407.383713419863,4436.054485356888,"const: 22.1812, PI: 0.0042, TTLCONS: 0.0001, RSAFS: -0.0003, REVOLSL: 0.1204, SP500: 0.0812, DJIA: -0.0074"
"PI, TTLCONS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7646292806025843,0.7613976460113154,7.582982415377334e-134,4408.170328402874,4436.841100339899,"const: -6.2036, PI: -0.0103, TTLCONS: 0.0000, PPIACO: 0.7659, NASDAQCOM: 0.0034, REVOLSL: 0.1098, SP500: 0.0240"
"PI, TTLCONS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.763247121456319,0.7599965098516003,2.7157325572219307e-133,4410.769988393599,4439.4407603306245,"const: -7.9812, PI: -0.0105, TTLCONS: 0.0000, PPIACO: 0.8056, NASDAQCOM: 0.0040, REVOLSL: 0.0995, DJIA: 0.0027"
"PI, TTLCONS, PPIACO, NASDAQCOM, SP500, DJIA",0.7475190172121544,0.7440524590960742,3.3064274307465312e-127,4439.327641982942,4467.998413919967,"const: -4.7307, PI: -0.0055, TTLCONS: 0.0001, PPIACO: 0.7544, NASDAQCOM: 0.0042, SP500: -0.0151, DJIA: 0.0032"
"PI, TTLCONS, PPIACO, REVOLSL, SP500, DJIA",0.762058342284327,0.75879140876878,8.087711204864488e-133,4412.993814519501,4441.664586456526,"const: -4.3785, PI: -0.0089, TTLCONS: 0.0000, PPIACO: 0.6825, REVOLSL: 0.1207, SP500: 0.0584, DJIA: -0.0035"
"PI, TTLCONS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7527170710074192,0.7493218820509994,3.558732902764957e-129,4430.091204292348,4458.761976229373,"const: 34.4160, PI: -0.0010, TTLCONS: 0.0000, NASDAQCOM: 0.0022, REVOLSL: 0.1168, SP500: 0.0677, DJIA: -0.0059"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM",0.7233948795470592,0.7195970975728769,1.4142758488696653e-118,4479.8448624242565,4508.515634361282,"const: 36.4880, PI: 0.0066, CPIAUCSL: -0.4784, PCESV: 0.0031, RSAFS: 0.0000, PPIACO: 0.4353, NASDAQCOM: 0.0046"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL",0.7336856941720269,0.7300292048471577,3.672544301532716e-122,4463.011171151216,4491.6819430882415,"const: 107.0091, PI: 0.0172, CPIAUCSL: -1.8694, PCESV: 0.0007, RSAFS: -0.0000, PPIACO: 0.8002, REVOLSL: 0.0976"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, SP500",0.7230890331510305,0.7192870519128295,1.7990206323806488e-118,4480.335528610018,4509.006300547043,"const: 30.9699, PI: 0.0040, CPIAUCSL: -0.3841, PCESV: 0.0055, RSAFS: 0.0001, PPIACO: 0.4611, SP500: 0.0113"
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, DJIA",0.7216594045230288,0.71783779451648,5.520526775089021e-118,4482.621903134881,4511.292675071906,"const: 37.8382, PI: 0.0051, CPIAUCSL: -0.5143, PCESV: 0.0051, RSAFS: 0.0001, PPIACO: 0.5027, DJIA: 0.0012"
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL",0.7396209556917263,0.7360459573717042,2.711077074749308e-124,4453.003952827499,4481.674724764524,"const: 35.0098, PI: 0.0078, CPIAUCSL: -0.2182, PCESV: -0.0022, RSAFS: -0.0001, NASDAQCOM: 0.0072, REVOLSL: 0.1026"
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, SP500",0.7222311655602818,0.7184174058196907,3.5280587338640894e-118,4481.708910200992,4510.379682138017,"const: 7.7372, PI: 0.0025, CPIAUCSL: 0.2749, PCESV: 0.0040, RSAFS: 0.0000, NASDAQCOM: 0.0034, SP500: 0.0075"
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, DJIA",0.7213477544555401,0.7175218655006963,7.043648156957303e-118,4483.118759231456,4511.7895311684815,"const: 11.2314, PI: 0.0033, CPIAUCSL: 0.2205, PCESV: 0.0035, RSAFS: 0.0000, NASDAQCOM: 0.0039, DJIA: 0.0007"
"PI, CPIAUCSL, PCESV, RSAFS, REVOLSL, SP500",0.7482949626678369,0.744839058265107,1.6911086852335207e-127,4437.96100331952,4466.631775256546,"const: 11.3105, PI: 0.0000, CPIAUCSL: 0.1896, PCESV: 0.0003, RSAFS: -0.0001, REVOLSL: 0.1361, SP500: 0.0244"
"PI, CPIAUCSL, PCESV, RSAFS, REVOLSL, DJIA",0.7420042061926257,0.7384619298474444,3.6589833190634906e-125,4448.9213060619,4477.592077998926,"const: 23.8249, PI: 0.0027, CPIAUCSL: 0.0068, PCESV: 0.0000, RSAFS: -0.0001, REVOLSL: 0.1241, DJIA: 0.0025"
"PI, CPIAUCSL, PCESV, RSAFS, SP500, DJIA",0.7250633929909276,0.7212885196681486,3.78775462346176e-119,4477.158493679594,4505.8292656166195,"const: 10.5402, PI: 0.0030, CPIAUCSL: 0.1926, PCESV: 0.0074, RSAFS: 0.0000, SP500: 0.0754, DJIA: -0.0077"
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL",0.749828857557221,0.7463940134962217,4.4656886775064684e-128,4435.246981499289,4463.917753436314,"const: 75.3054, PI: 0.0083, CPIAUCSL: -1.3501, PCESV: -0.0028, PPIACO: 0.8609, NASDAQCOM: 0.0068, REVOLSL: 0.1183"
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, SP500",0.7250769405962239,0.7213022532817556,3.7473300314032875e-119,4477.136614872618,4505.8073868096435,"const: 8.3674, PI: 0.0030, CPIAUCSL: -0.0430, PCESV: 0.0040, PPIACO: 0.3695, NASDAQCOM: 0.0034, SP500: 0.0072"
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, DJIA",0.7244768562343175,0.7206939297752921,6.024328855772258e-119,4478.104693354058,4506.7754652910835,"const: 10.8295, PI: 0.0036, CPIAUCSL: -0.0952, PCESV: 0.0036, PPIACO: 0.3874, NASDAQCOM: 0.0038, DJIA: 0.0007"
"PI, CPIAUCSL, PCESV, PPIACO, REVOLSL, SP500",0.7630516730078479,0.7597983779004042,3.250660384487283e-133,4411.136375960408,4439.807147897433,"const: 51.1220, PI: -0.0008, CPIAUCSL: -1.0360, PCESV: -0.0007, PPIACO: 1.0199, REVOLSL: 0.1611, SP500: 0.0259"
"PI, CPIAUCSL, PCESV, PPIACO, REVOLSL, DJIA",0.759739955983679,0.7564411910772765,6.688267367357843e-132,4417.298991932021,4445.969763869046,"const: 57.0379, PI: 0.0009, CPIAUCSL: -1.1811, PCESV: -0.0014, PPIACO: 1.0844, REVOLSL: 0.1589, DJIA: 0.0029"
